date,trend
2019-08-01,74
2019-08-02,76
2019-08-03,69
2019-08-04,67
2019-08-05,100
2019-08-06,100
2019-08-07,87
2019-08-08,82
2019-08-09,75
2019-08-10,69
2019-08-11,66
2019-08-12,71
2019-08-13,75
2019-08-14,82
2019-08-15,89
2019-08-16,78
2019-08-17,62
2019-08-18,61
2019-08-19,72
2019-08-20,71
2019-08-21,75
2019-08-22,69
2019-08-23,68
2019-08-24,59
2019-08-25,57
2019-08-26,66
2019-08-27,67
2019-08-28,72
2019-08-29,73
2019-08-30,64
2019-08-31,54
2019-09-01,52
2019-09-02,67
2019-09-03,75
2019-09-04,68
2019-09-05,65
2019-09-06,66
2019-09-07,54
2019-09-08,52
2019-09-09,58
2019-09-10,57
2019-09-11,59
2019-09-12,58
2019-09-13,52
2019-09-14,48
2019-09-15,49
2019-09-16,52
2019-09-17,53
2019-09-18,53
2019-09-19,56
2019-09-20,53
2019-09-21,48
2019-09-22,44
2019-09-23,57
2019-09-24,76
2019-09-25,90
2019-09-26,85
2019-09-27,72
2019-09-28,58
2019-09-29,55
2019-09-30,65
