date,trend
2023-06-01,71
2023-06-02,65
2023-06-03,62
2023-06-04,60
2023-06-05,79
2023-06-06,85
2023-06-07,75
2023-06-08,71
2023-06-09,66
2023-06-10,78
2023-06-11,72
2023-06-12,72
2023-06-13,70
2023-06-14,72
2023-06-15,78
2023-06-16,71
2023-06-17,66
2023-06-18,64
2023-06-19,68
2023-06-20,74
2023-06-21,100
2023-06-22,96
2023-06-23,91
2023-06-24,84
2023-06-25,78
2023-06-26,83
2023-06-27,79
2023-06-28,85
2023-06-29,77
2023-06-30,85
2023-07-01,75
2023-07-02,72
2023-07-03,78
2023-07-04,79
2023-07-05,76
2023-07-06,83
2023-07-07,75
2023-07-08,67
2023-07-09,69
2023-07-10,80
2023-07-11,76
2023-07-12,78
2023-07-13,83
2023-07-14,90
2023-07-15,76
2023-07-16,72
2023-07-17,74
2023-07-18,74
2023-07-19,75
2023-07-20,75
2023-07-21,73
2023-07-22,63
2023-07-23,66
2023-07-24,75
2023-07-25,72
2023-07-26,67
2023-07-27,69
2023-07-28,71
2023-07-29,66
2023-07-30,64
2023-07-31,68
