date,trend
2019-09-01,54
2019-09-02,70
2019-09-03,78
2019-09-04,70
2019-09-05,67
2019-09-06,69
2019-09-07,56
2019-09-08,55
2019-09-09,60
2019-09-10,59
2019-09-11,61
2019-09-12,60
2019-09-13,55
2019-09-14,50
2019-09-15,51
2019-09-16,54
2019-09-17,55
2019-09-18,55
2019-09-19,58
2019-09-20,55
2019-09-21,50
2019-09-22,45
2019-09-23,59
2019-09-24,79
2019-09-25,94
2019-09-26,88
2019-09-27,75
2019-09-28,60
2019-09-29,57
2019-09-30,68
2019-10-01,66
2019-10-02,59
2019-10-03,60
2019-10-04,57
2019-10-05,50
2019-10-06,52
2019-10-07,60
2019-10-08,60
2019-10-09,60
2019-10-10,60
2019-10-11,54
2019-10-12,48
2019-10-13,47
2019-10-14,52
2019-10-15,56
2019-10-16,54
2019-10-17,52
2019-10-18,57
2019-10-19,46
2019-10-20,47
2019-10-21,53
2019-10-22,52
2019-10-23,71
2019-10-24,65
2019-10-25,71
2019-10-26,100
2019-10-27,71
2019-10-28,72
2019-10-29,71
2019-10-30,62
2019-10-31,62
