date,trend
2023-02-01,64
2023-02-02,74
2023-02-03,62
2023-02-04,58
2023-02-05,58
2023-02-06,60
2023-02-07,57
2023-02-08,57
2023-02-09,59
2023-02-10,58
2023-02-11,51
2023-02-12,50
2023-02-13,56
2023-02-14,55
2023-02-15,62
2023-02-16,74
2023-02-17,62
2023-02-18,56
2023-02-19,58
2023-02-20,62
2023-02-21,61
2023-02-22,60
2023-02-23,56
2023-02-24,57
2023-02-25,52
2023-02-26,51
2023-02-27,55
2023-02-28,54
2023-03-01,52
2023-03-02,51
2023-03-03,62
2023-03-04,53
2023-03-05,49
2023-03-06,52
2023-03-07,52
2023-03-08,54
2023-03-09,65
2023-03-10,78
2023-03-11,63
2023-03-12,62
2023-03-13,93
2023-03-14,95
2023-03-15,80
2023-03-16,71
2023-03-17,84
2023-03-18,81
2023-03-19,84
2023-03-20,100
2023-03-21,91
2023-03-22,88
2023-03-23,83
2023-03-24,82
2023-03-25,65
2023-03-26,67
2023-03-27,72
2023-03-28,70
2023-03-29,71
2023-03-30,73
2023-03-31,68
