date,trend
2020-06-01,58
2020-06-02,84
2020-06-03,66
2020-06-04,63
2020-06-05,62
2020-06-06,56
2020-06-07,56
2020-06-08,58
2020-06-09,57
2020-06-10,60
2020-06-11,65
2020-06-12,56
2020-06-13,54
2020-06-14,52
2020-06-15,60
2020-06-16,57
2020-06-17,57
2020-06-18,54
2020-06-19,53
2020-06-20,48
2020-06-21,46
2020-06-22,52
2020-06-23,55
2020-06-24,55
2020-06-25,55
2020-06-26,52
2020-06-27,50
2020-06-28,53
2020-06-29,52
2020-06-30,52
2020-07-01,51
2020-07-02,52
2020-07-03,48
2020-07-04,47
2020-07-05,47
2020-07-06,52
2020-07-07,51
2020-07-08,57
2020-07-09,54
2020-07-10,51
2020-07-11,46
2020-07-12,48
2020-07-13,52
2020-07-14,54
2020-07-15,60
2020-07-16,68
2020-07-17,55
2020-07-18,77
2020-07-19,48
2020-07-20,48
2020-07-21,54
2020-07-22,51
2020-07-23,55
2020-07-24,54
2020-07-25,57
2020-07-26,69
2020-07-27,95
2020-07-28,100
2020-07-29,82
2020-07-30,73
2020-07-31,79
