date,trend
2022-02-01,63
2022-02-02,58
2022-02-03,57
2022-02-04,64
2022-02-05,60
2022-02-06,54
2022-02-07,66
2022-02-08,60
2022-02-09,59
2022-02-10,47
2022-02-11,53
2022-02-12,48
2022-02-13,44
2022-02-14,48
2022-02-15,51
2022-02-16,45
2022-02-17,49
2022-02-18,50
2022-02-19,45
2022-02-20,49
2022-02-21,54
2022-02-22,60
2022-02-23,48
2022-02-24,100
2022-02-25,71
2022-02-26,53
2022-02-27,53
2022-02-28,63
2022-03-01,67
2022-03-02,60
2022-03-03,54
2022-03-04,53
2022-03-05,47
2022-03-06,45
2022-03-07,53
2022-03-08,49
2022-03-09,56
2022-03-10,50
2022-03-11,49
2022-03-12,42
2022-03-13,40
2022-03-14,46
2022-03-15,42
2022-03-16,45
2022-03-17,43
2022-03-18,43
2022-03-19,40
2022-03-20,37
2022-03-21,39
2022-03-22,45
2022-03-23,40
2022-03-24,44
2022-03-25,46
2022-03-26,39
2022-03-27,43
2022-03-28,55
2022-03-29,48
2022-03-30,44
2022-03-31,44
