date,trend
2023-12-01,32
2023-12-02,33
2023-12-03,35
2023-12-04,58
2023-12-05,57
2023-12-06,51
2023-12-07,45
2023-12-08,45
2023-12-09,40
2023-12-10,36
2023-12-11,44
2023-12-12,39
2023-12-13,38
2023-12-14,38
2023-12-15,36
2023-12-16,34
2023-12-17,32
2023-12-18,36
2023-12-19,35
2023-12-20,38
2023-12-21,39
2023-12-22,37
2023-12-23,34
2023-12-24,34
2023-12-25,33
2023-12-26,37
2023-12-27,36
2023-12-28,36
2023-12-29,38
2023-12-30,33
2023-12-31,29
2024-01-01,34
2024-01-02,53
2024-01-03,59
2024-01-04,48
2024-01-05,48
2024-01-06,40
2024-01-07,39
2024-01-08,52
2024-01-09,62
2024-01-10,94
2024-01-11,100
2024-01-12,63
2024-01-13,49
2024-01-14,41
2024-01-15,45
2024-01-16,42
2024-01-17,37
2024-01-18,40
2024-01-19,39
2024-01-20,32
2024-01-21,31
2024-01-22,39
2024-01-23,44
2024-01-24,37
2024-01-25,34
2024-01-26,34
2024-01-27,27
2024-01-28,28
2024-01-29,30
2024-01-30,33
2024-01-31,31
