date,trend
2019-01-01,85
2019-01-02,90
2019-01-03,97
2019-01-04,89
2019-01-05,77
2019-01-06,84
2019-01-07,90
2019-01-08,87
2019-01-09,87
2019-01-10,100
2019-01-11,90
2019-01-12,75
2019-01-13,76
2019-01-14,87
2019-01-15,86
2019-01-16,79
2019-01-17,77
2019-01-18,73
2019-01-19,68
2019-01-20,66
2019-01-21,73
2019-01-22,75
2019-01-23,78
2019-01-24,74
2019-01-25,69
2019-01-26,62
2019-01-27,62
2019-01-28,82
2019-01-29,81
2019-01-30,76
2019-01-31,72
2019-02-01,72
2019-02-02,63
2019-02-03,64
2019-02-04,74
2019-02-05,87
2019-02-06,90
2019-02-07,78
2019-02-08,83
2019-02-09,76
2019-02-10,70
2019-02-11,77
2019-02-12,73
2019-02-13,72
2019-02-14,70
2019-02-15,69
2019-02-16,62
2019-02-17,63
2019-02-18,88
2019-02-19,93
2019-02-20,84
2019-02-21,81
2019-02-22,80
2019-02-23,80
2019-02-24,95
2019-02-25,83
2019-02-26,75
2019-02-27,69
2019-02-28,70
