date,trend
2019-02-01,75
2019-02-02,66
2019-02-03,67
2019-02-04,78
2019-02-05,91
2019-02-06,94
2019-02-07,82
2019-02-08,87
2019-02-09,80
2019-02-10,74
2019-02-11,81
2019-02-12,76
2019-02-13,75
2019-02-14,74
2019-02-15,73
2019-02-16,65
2019-02-17,66
2019-02-18,92
2019-02-19,97
2019-02-20,88
2019-02-21,85
2019-02-22,84
2019-02-23,84
2019-02-24,100
2019-02-25,88
2019-02-26,79
2019-02-27,73
2019-02-28,74
2019-03-01,71
2019-03-02,67
2019-03-03,67
2019-03-04,77
2019-03-05,77
2019-03-06,76
2019-03-07,75
2019-03-08,72
2019-03-09,72
2019-03-10,70
2019-03-11,77
2019-03-12,76
2019-03-13,71
2019-03-14,66
2019-03-15,69
2019-03-16,70
2019-03-17,65
2019-03-18,70
2019-03-19,77
2019-03-20,78
2019-03-21,80
2019-03-22,71
2019-03-23,68
2019-03-24,62
2019-03-25,70
2019-03-26,71
2019-03-27,79
2019-03-28,73
2019-03-29,75
2019-03-30,68
2019-03-31,63
