date,trend
2023-11-01,58
2023-11-02,65
2023-11-03,59
2023-11-04,50
2023-11-05,53
2023-11-06,54
2023-11-07,57
2023-11-08,55
2023-11-09,77
2023-11-10,70
2023-11-11,60
2023-11-12,55
2023-11-13,61
2023-11-14,63
2023-11-15,61
2023-11-16,62
2023-11-17,56
2023-11-18,51
2023-11-19,48
2023-11-20,58
2023-11-21,56
2023-11-22,60
2023-11-23,52
2023-11-24,56
2023-11-25,50
2023-11-26,48
2023-11-27,51
2023-11-28,50
2023-11-29,52
2023-11-30,52
2023-12-01,56
2023-12-02,57
2023-12-03,60
2023-12-04,100
2023-12-05,98
2023-12-06,87
2023-12-07,78
2023-12-08,77
2023-12-09,69
2023-12-10,63
2023-12-11,76
2023-12-12,67
2023-12-13,65
2023-12-14,65
2023-12-15,62
2023-12-16,58
2023-12-17,56
2023-12-18,62
2023-12-19,60
2023-12-20,66
2023-12-21,67
2023-12-22,64
2023-12-23,59
2023-12-24,59
2023-12-25,57
2023-12-26,64
2023-12-27,63
2023-12-28,62
2023-12-29,66
2023-12-30,57
2023-12-31,51
