date,trend
2022-07-01,100
2022-07-02,87
2022-07-03,85
2022-07-04,86
2022-07-05,89
2022-07-06,84
2022-07-07,83
2022-07-08,82
2022-07-09,65
2022-07-10,66
2022-07-11,78
2022-07-12,76
2022-07-13,76
2022-07-14,76
2022-07-15,68
2022-07-16,62
2022-07-17,62
2022-07-18,77
2022-07-19,77
2022-07-20,86
2022-07-21,89
2022-07-22,74
2022-07-23,62
2022-07-24,57
2022-07-25,67
2022-07-26,66
2022-07-27,66
2022-07-28,70
2022-07-29,67
2022-07-30,57
2022-07-31,57
2022-08-01,62
2022-08-02,60
2022-08-03,61
2022-08-04,58
2022-08-05,56
2022-08-06,49
2022-08-07,47
2022-08-08,58
2022-08-09,58
2022-08-10,56
2022-08-11,61
2022-08-12,55
2022-08-13,50
2022-08-14,51
2022-08-15,56
2022-08-16,53
2022-08-17,53
2022-08-18,49
2022-08-19,69
2022-08-20,55
2022-08-21,51
2022-08-22,55
2022-08-23,53
2022-08-24,50
2022-08-25,50
2022-08-26,55
2022-08-27,53
2022-08-28,52
2022-08-29,60
2022-08-30,57
2022-08-31,57
