date,trend
2020-11-01,26
2020-11-02,26
2020-11-03,25
2020-11-04,24
2020-11-05,37
2020-11-06,39
2020-11-07,32
2020-11-08,30
2020-11-09,32
2020-11-10,27
2020-11-11,28
2020-11-12,33
2020-11-13,37
2020-11-14,29
2020-11-15,27
2020-11-16,33
2020-11-17,47
2020-11-18,56
2020-11-19,44
2020-11-20,48
2020-11-21,46
2020-11-22,41
2020-11-23,44
2020-11-24,57
2020-11-25,53
2020-11-26,61
2020-11-27,44
2020-11-28,38
2020-11-29,35
2020-11-30,47
2020-12-01,51
2020-12-02,41
2020-12-03,38
2020-12-04,39
2020-12-05,34
2020-12-06,32
2020-12-07,34
2020-12-08,33
2020-12-09,35
2020-12-10,32
2020-12-11,33
2020-12-12,29
2020-12-13,32
2020-12-14,31
2020-12-15,32
2020-12-16,61
2020-12-17,100
2020-12-18,67
2020-12-19,57
2020-12-20,57
2020-12-21,63
2020-12-22,51
2020-12-23,50
2020-12-24,45
2020-12-25,51
2020-12-26,71
2020-12-27,96
2020-12-28,74
2020-12-29,68
2020-12-30,76
2020-12-31,74
