date,trend
2021-08-01,62
2021-08-02,61
2021-08-03,56
2021-08-04,56
2021-08-05,58
2021-08-06,65
2021-08-07,68
2021-08-08,68
2021-08-09,75
2021-08-10,71
2021-08-11,73
2021-08-12,68
2021-08-13,66
2021-08-14,66
2021-08-15,63
2021-08-16,64
2021-08-17,60
2021-08-18,60
2021-08-19,57
2021-08-20,63
2021-08-21,62
2021-08-22,58
2021-08-23,79
2021-08-24,68
2021-08-25,62
2021-08-26,59
2021-08-27,56
2021-08-28,52
2021-08-29,51
2021-08-30,52
2021-08-31,50
2021-09-01,54
2021-09-02,57
2021-09-03,58
2021-09-04,50
2021-09-05,53
2021-09-06,62
2021-09-07,100
2021-09-08,92
2021-09-09,69
2021-09-10,60
2021-09-11,53
2021-09-12,50
2021-09-13,56
2021-09-14,52
2021-09-15,54
2021-09-16,53
2021-09-17,50
2021-09-18,49
2021-09-19,45
2021-09-20,67
2021-09-21,70
2021-09-22,62
2021-09-23,55
2021-09-24,83
2021-09-25,60
2021-09-26,51
2021-09-27,52
2021-09-28,52
2021-09-29,51
2021-09-30,51
