date,trend
2020-09-01,66
2020-09-02,65
2020-09-03,74
2020-09-04,80
2020-09-05,72
2020-09-06,69
2020-09-07,68
2020-09-08,67
2020-09-09,62
2020-09-10,61
2020-09-11,54
2020-09-12,56
2020-09-13,54
2020-09-14,58
2020-09-15,61
2020-09-16,59
2020-09-17,56
2020-09-18,53
2020-09-19,49
2020-09-20,51
2020-09-21,56
2020-09-22,55
2020-09-23,52
2020-09-24,52
2020-09-25,50
2020-09-26,48
2020-09-27,45
2020-09-28,50
2020-09-29,52
2020-09-30,48
2020-10-01,48
2020-10-02,49
2020-10-03,44
2020-10-04,43
2020-10-05,48
2020-10-06,49
2020-10-07,47
2020-10-08,48
2020-10-09,51
2020-10-10,54
2020-10-11,51
2020-10-12,57
2020-10-13,53
2020-10-14,53
2020-10-15,56
2020-10-16,53
2020-10-17,48
2020-10-18,48
2020-10-19,55
2020-10-20,63
2020-10-21,90
2020-10-22,100
2020-10-23,82
2020-10-24,70
2020-10-25,69
2020-10-26,74
2020-10-27,89
2020-10-28,93
2020-10-29,76
2020-10-30,71
2020-10-31,78
