date,trend
2023-01-01,59
2023-01-02,63
2023-01-03,62
2023-01-04,64
2023-01-05,59
2023-01-06,61
2023-01-07,54
2023-01-08,53
2023-01-09,62
2023-01-10,62
2023-01-11,61
2023-01-12,77
2023-01-13,78
2023-01-14,100
2023-01-15,78
2023-01-16,89
2023-01-17,88
2023-01-18,78
2023-01-19,75
2023-01-20,79
2023-01-21,87
2023-01-22,81
2023-01-23,81
2023-01-24,77
2023-01-25,74
2023-01-26,76
2023-01-27,68
2023-01-28,64
2023-01-29,70
2023-01-30,72
2023-01-31,72
2023-02-01,72
2023-02-02,82
2023-02-03,70
2023-02-04,65
2023-02-05,65
2023-02-06,67
2023-02-07,64
2023-02-08,64
2023-02-09,66
2023-02-10,65
2023-02-11,57
2023-02-12,56
2023-02-13,62
2023-02-14,61
2023-02-15,70
2023-02-16,83
2023-02-17,70
2023-02-18,63
2023-02-19,65
2023-02-20,69
2023-02-21,69
2023-02-22,67
2023-02-23,63
2023-02-24,64
2023-02-25,59
2023-02-26,57
2023-02-27,61
2023-02-28,60
