date,trend
2019-04-01,33
2019-04-02,75
2019-04-03,78
2019-04-04,58
2019-04-05,45
2019-04-06,40
2019-04-07,41
2019-04-08,46
2019-04-09,44
2019-04-10,45
2019-04-11,44
2019-04-12,40
2019-04-13,34
2019-04-14,30
2019-04-15,38
2019-04-16,38
2019-04-17,40
2019-04-18,38
2019-04-19,36
2019-04-20,35
2019-04-21,33
2019-04-22,36
2019-04-23,48
2019-04-24,44
2019-04-25,42
2019-04-26,41
2019-04-27,34
2019-04-28,30
2019-04-29,32
2019-04-30,34
2019-05-01,34
2019-05-02,39
2019-05-03,46
2019-05-04,38
2019-05-05,38
2019-05-06,40
2019-05-07,46
2019-05-08,49
2019-05-09,54
2019-05-10,57
2019-05-11,72
2019-05-12,74
2019-05-13,84
2019-05-14,100
2019-05-15,83
2019-05-16,77
2019-05-17,77
2019-05-18,57
2019-05-19,64
2019-05-20,65
2019-05-21,64
2019-05-22,58
2019-05-23,54
2019-05-24,54
2019-05-25,47
2019-05-26,49
2019-05-27,76
2019-05-28,63
2019-05-29,63
2019-05-30,65
2019-05-31,60
