date,trend
2022-06-01,32
2022-06-02,33
2022-06-03,32
2022-06-04,28
2022-06-05,27
2022-06-06,32
2022-06-07,35
2022-06-08,31
2022-06-09,29
2022-06-10,29
2022-06-11,30
2022-06-12,37
2022-06-13,100
2022-06-14,99
2022-06-15,92
2022-06-16,79
2022-06-17,67
2022-06-18,98
2022-06-19,97
2022-06-20,77
2022-06-21,65
2022-06-22,58
2022-06-23,52
2022-06-24,48
2022-06-25,41
2022-06-26,39
2022-06-27,45
2022-06-28,42
2022-06-29,43
2022-06-30,55
2022-07-01,50
2022-07-02,44
2022-07-03,43
2022-07-04,43
2022-07-05,44
2022-07-06,42
2022-07-07,42
2022-07-08,41
2022-07-09,33
2022-07-10,33
2022-07-11,39
2022-07-12,38
2022-07-13,38
2022-07-14,38
2022-07-15,34
2022-07-16,31
2022-07-17,31
2022-07-18,39
2022-07-19,39
2022-07-20,43
2022-07-21,45
2022-07-22,37
2022-07-23,31
2022-07-24,28
2022-07-25,34
2022-07-26,33
2022-07-27,33
2022-07-28,35
2022-07-29,34
2022-07-30,29
2022-07-31,29
