date,trend
2022-03-01,100
2022-03-02,91
2022-03-03,82
2022-03-04,80
2022-03-05,71
2022-03-06,67
2022-03-07,80
2022-03-08,73
2022-03-09,84
2022-03-10,74
2022-03-11,74
2022-03-12,63
2022-03-13,61
2022-03-14,68
2022-03-15,63
2022-03-16,68
2022-03-17,65
2022-03-18,65
2022-03-19,59
2022-03-20,56
2022-03-21,59
2022-03-22,67
2022-03-23,60
2022-03-24,66
2022-03-25,69
2022-03-26,58
2022-03-27,65
2022-03-28,83
2022-03-29,72
2022-03-30,67
2022-03-31,65
2022-04-01,66
2022-04-02,58
2022-04-03,56
2022-04-04,59
2022-04-05,57
2022-04-06,67
2022-04-07,63
2022-04-08,59
2022-04-09,53
2022-04-10,51
2022-04-11,69
2022-04-12,65
2022-04-13,61
2022-04-14,57
2022-04-15,56
2022-04-16,48
2022-04-17,48
2022-04-18,57
2022-04-19,54
2022-04-20,52
2022-04-21,53
2022-04-22,53
2022-04-23,47
2022-04-24,48
2022-04-25,59
2022-04-26,57
2022-04-27,56
2022-04-28,55
2022-04-29,55
2022-04-30,50
