date,trend
2024-03-01,61
2024-03-02,49
2024-03-03,47
2024-03-04,87
2024-03-05,100
2024-03-06,76
2024-03-07,61
2024-03-08,61
2024-03-09,57
2024-03-10,54
2024-03-11,83
2024-03-12,72
2024-03-13,71
2024-03-14,62
2024-03-15,66
2024-03-16,54
2024-03-17,53
2024-03-18,52
2024-03-19,65
2024-03-20,60
2024-03-21,53
2024-03-22,46
2024-03-23,41
2024-03-24,41
2024-03-25,52
2024-03-26,49
2024-03-27,46
2024-03-28,46
2024-03-29,45
2024-03-30,38
2024-03-31,39
2024-04-01,43
2024-04-02,53
2024-04-03,44
2024-04-04,42
2024-04-05,41
2024-04-06,34
2024-04-07,35
2024-04-08,46
2024-04-09,41
2024-04-10,41
2024-04-11,42
2024-04-12,46
2024-04-13,51
2024-04-14,57
2024-04-15,55
2024-04-16,51
2024-04-17,50
2024-04-18,55
2024-04-19,79
2024-04-20,74
2024-04-21,43
2024-04-22,44
2024-04-23,37
2024-04-24,37
2024-04-25,36
2024-04-26,33
2024-04-27,31
2024-04-28,31
2024-04-29,32
2024-04-30,40
