date,trend
2024-04-01,55
2024-04-02,68
2024-04-03,56
2024-04-04,53
2024-04-05,52
2024-04-06,43
2024-04-07,45
2024-04-08,59
2024-04-09,53
2024-04-10,52
2024-04-11,54
2024-04-12,58
2024-04-13,65
2024-04-14,73
2024-04-15,70
2024-04-16,64
2024-04-17,63
2024-04-18,70
2024-04-19,100
2024-04-20,94
2024-04-21,55
2024-04-22,56
2024-04-23,47
2024-04-24,47
2024-04-25,46
2024-04-26,42
2024-04-27,39
2024-04-28,39
2024-04-29,41
2024-04-30,50
2024-05-01,60
2024-05-02,48
2024-05-03,46
2024-05-04,40
2024-05-05,38
2024-05-06,41
2024-05-07,39
2024-05-08,39
2024-05-09,36
2024-05-10,38
2024-05-11,35
2024-05-12,33
2024-05-13,37
2024-05-14,37
2024-05-15,41
2024-05-16,41
2024-05-17,41
2024-05-18,35
2024-05-19,33
2024-05-20,44
2024-05-21,52
2024-05-22,44
2024-05-23,41
2024-05-24,40
2024-05-25,33
2024-05-26,33
2024-05-27,37
2024-05-28,38
2024-05-29,35
2024-05-30,35
2024-05-31,34
